"date","hub_id","product_id","quantity_issued"
2017 Dec,"hub_5","product_7",19
2017 Dec,"hub_6","product_1",4839
2017 Dec,"hub_6","product_2",1060
2017 Dec,"hub_6","product_3",37
2017 Dec,"hub_6","product_4",7563
2017 Dec,"hub_6","product_5",4379
2017 Dec,"hub_6","product_6",86822
2017 Dec,"hub_6","product_7",290
2017 Dec,"hub_7","product_1",1161
2017 Dec,"hub_7","product_3",148
2017 Dec,"hub_7","product_4",4865
2017 Dec,"hub_7","product_5",971
2017 Dec,"hub_7","product_6",58135
2017 Dec,"hub_7","product_7",225
2017 Dec,"hub_8","product_1",366
2017 Dec,"hub_8","product_2",700
2017 Dec,"hub_8","product_3",37
2017 Dec,"hub_8","product_4",4017
2017 Dec,"hub_8","product_5",5488
2017 Dec,"hub_8","product_6",7208
2017 Dec,"hub_8","product_7",240
2017 Dec,"hub_9","product_1",163
2017 Dec,"hub_9","product_2",154
2017 Dec,"hub_9","product_4",270
2017 Dec,"hub_9","product_5",306
2017 Dec,"hub_9","product_6",7140
2017 Dec,"hub_9","product_7",18
2017 Dec,"hub_10","product_1",181
2017 Dec,"hub_10","product_2",4
2017 Dec,"hub_10","product_3",5
2017 Dec,"hub_10","product_4",1835
2017 Dec,"hub_10","product_5",844
2017 Dec,"hub_10","product_6",9828
2017 Dec,"hub_10","product_7",300
2017 Dec,"hub_11","product_1",14058
2017 Dec,"hub_11","product_2",58
2017 Dec,"hub_11","product_3",113
2017 Dec,"hub_11","product_4",4832
2017 Dec,"hub_11","product_5",7288
2017 Dec,"hub_11","product_6",138060
2017 Dec,"hub_11","product_7",450
2017 Dec,"hub_12","product_1",15000
2017 Dec,"hub_12","product_2",700
2017 Dec,"hub_12","product_4",10906
2017 Dec,"hub_12","product_5",63712
2017 Dec,"hub_12","product_6",118671
2017 Dec,"hub_12","product_7",320
2017 Dec,"hub_13","product_1",133
2017 Dec,"hub_13","product_2",120
2017 Dec,"hub_13","product_3",10
2017 Dec,"hub_13","product_4",248
2017 Dec,"hub_13","product_5",861
2017 Dec,"hub_13","product_6",1375
2017 Dec,"hub_13","product_7",90
2017 Dec,"hub_14","product_1",2190
2017 Dec,"hub_14","product_2",2000
2017 Dec,"hub_14","product_3",2
2017 Dec,"hub_14","product_4",2228
2017 Dec,"hub_14","product_5",5651
2017 Dec,"hub_14","product_6",71500
2017 Dec,"hub_14","product_7",113
2017 Dec,"hub_15","product_1",261
2017 Dec,"hub_15","product_2",500
2017 Dec,"hub_15","product_4",2276
2017 Dec,"hub_15","product_5",2527
2017 Dec,"hub_15","product_6",39091
2017 Dec,"hub_15","product_7",312
2017 Dec,"hub_16","product_1",312
2017 Dec,"hub_16","product_2",850
2017 Dec,"hub_16","product_3",2
2017 Dec,"hub_16","product_4",367
2017 Dec,"hub_16","product_5",415
2017 Dec,"hub_16","product_6",13950
2017 Dec,"hub_17","product_1",76
2017 Dec,"hub_17","product_2",2003
2017 Dec,"hub_17","product_3",13
2017 Dec,"hub_17","product_4",810
2017 Dec,"hub_17","product_5",49
2017 Dec,"hub_17","product_6",10280
2017 Dec,"hub_17","product_7",130
2017 Dec,"hub_18","product_6",50
2017 Dec,"hub_18","product_7",4
2017 Dec,"hub_19","product_1",80
2017 Dec,"hub_19","product_5",50
2017 Dec,"hub_19","product_6",100
2017 Dec,"hub_19","product_7",2
